Survey ID,Gender,Age,Own or rent,Dwelling type,Dwelling type Other,Area of College Station,Highest level of education you have completed,Years have you lived in College Station,Survey source,Attend Blinn College or Texas A&M,Number of people age 19 and older in household,City employee,Importance of attracting business and jobs,Importance of attracting tourism,Importance of programs to retain and support existing businesses,Importance of enforcing traffic laws,Importance of code enforcement services,Importance of educating the public on crime prevention,Importance of animal control services,Importance of maintaining streets and roads,"Importance of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Importance of managing traffic congestion,Importance of maintaining appearance of parks,Importance of providing a variety of recreation youth programs,Importance of providing a variety of adult recreation programs,Importance of library services,Importance of senior citizen services,"Importance of special events (Starlight Music Series, Christmas in the Park, etc.)",Importance of managing trash and recycling collection,Importance of managing stormwater drainage,Importance of police department services,Importance of fire department Services,Top 3 most important - attracting business and jobs,Top 3 most important - attracting tourism,Top 3 most important - programs to retain and support existing businesses,Top 3 most important - enforcing traffic laws,Top 3 most important - code enforcement services,Top 3 most important - educating the public on crime prevention,Top 3 most important - animal control services,Top 3 most important - maintaining streets and roads,"Top 3 most important - biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Top 3 most important - managing traffic congestion,Top 3 most important - maintaining appearance of parks,Top 3 most important - providing a variety of recreation youth programs,Top 3 most important - providing a variety of adult recreation programs,Top 3 most important - library services,Top 3 most important - senior citizen services,"Top 3 most important - special events (Starlight Music Series, Christmas in the Park, etc.)",Top 3 most important - managing trash and recycling collection,Top 3 most important - managing stormwater drainage,Top 3 most important - police department services,Top 3 most important - fire department Services,No first choice for top 3 service,No second choice for top 3 service,No third choice for top 3 service,Quality of attracting business and jobs,Quality of attracting tourism,Quality of programs to retain and support existing businesses,Quality of enforcing traffic laws,Quality of code enforcement services,Quality of educating the public on crime prevention,Quality of animal control services,Quality of maintaining streets and roads,"Quality of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Quality of managing traffic congestion,Quality of maintaining appearance of parks,Quality of providing a variety of recreation youth programs,Quality of providing a variety of adult recreation programs,Quality of library services,Quality of senior citizen services,"Quality of special events (Starlight Music Series, Christmas in the Park, etc.)",Quality of managing trash and recycling collection,Quality of managing stormwater drainage,Quality of police department services,Quality of fire department Services,Quality of water services,Quality of wastewater services (sewer),Quality of electric utility services,Additional comments about specific city services or departments,Rate College Station as a place to live,Rate your neighborhood as a place to live,Rate College Station as a place to raise a family,Rate College Station as a place to do business,Rate College Station as a place to work,Rate College Station as a place to retire,Rate College Station's overall image/reputation,Rate the value of services you receive for your tax dollars,Rate the overall quality of city services,What do you value MOST about living in College Station?,"If you could change ONE THING about College Station, what would it be",What would you say should be College Station's highest priority,What types of retail and commercial development would you like to see in College Station,How likely are you to recommend College Station as a place to live,"Agree with this statement, College Station is moving in the right direction as a community",Importance of availability of open space,How could the city's customer service be improved,Importance of quality shopping opportunities,Importance of overall appearance of college station,Importance of appearance of neighborhoods,Importance of availability of medical/health care facilities,Importance of recreational opportunities,Importance of educational opportunities,Importance of entertainment opportunities,Importance of cultural activities,Importance of opportunities to participate in local government,Importance of ease of car travel around town,Importance of job opportunities,Importance of business opportunities,"Importance of support of sustainability, environmental and green issues",Importance of volunteer opportunities,Importance of quality of business and service establishments,Importance of quality of new development,Importance of ease of bicycle travel around town,Importance of sense of community,Importance of availability of quality affordable housing,Top 3 most important -  quality shopping opportunities,Top 3 most important -  overall appearance of college station,Top 3 most important -  appearance of neighborhoods,Top 3 most important -  availability of medical/health care facilities,Top 3 most important -  recreational opportunities,Top 3 most important -  educational opportunities,Top 3 most important -  entertainment opportunities,Top 3 most important -  cultural activities,Top 3 most important -  opportunities to participate in local government,Top 3 most important -  ease of car travel around town,Top 3 most important -  job opportunities,Top 3 most important -  business opportunities,"Top 3 most important -  support of sustainability, environmental and green issues",Top 3 most important -  volunteer opportunities,Top 3 most important -  quality of business and service establishments,Top 3 most important -  quality of new development,Top 3 most important -  availability of open space,Top 3 most important -  ease of bicycle travel around town,Top 3 most important -  sense of community,Top 3 most important -  availability of quality affordable housing,No first choice for top 3 community characteristic,No second choice for top 3 community characteristic,No third choice for top 3 community characteristic,Have you had any contact with a city employee(s) in the last 12 months,"Impression with the city employee(s) regarding their courtesy, knowledge and responsiveness",How safe do you feel in your neighborhood,Do you think crime in College Station is increasing or decreasing,Information preference about city government activities - city website (cstx.gov),Information preference about city government activities - local newspapers,Information preference about city government activities - city cable channel (Ch. 19),Information preference about city government activities - Local radio stations,Information preference about city government activities - Utility bill newsletter,Information preference about city government activities - Local TV stations,"Information preference about city government activities - Social media (Facebok, Twitter, etc.)",Information preference about city government activities - Other,Information preference Other,Top 3 communication method - city website (cstx.gov),Top 3 communication method - local newspapers,Top 3 communication method - city cable channel (Ch. 19),Top 3 communication method - local radio stations,Top 3 communication method - utility bill newsletter,Top 3 communication method - local TV stations,"Top 3 communication method - social media (Facebok, Twitter, etc.)",No first choice for top 3 communication method,No second choice for top 3 communication method,No third choice for top 3 communication method,"Do you receive enough information about city programs, activities and events?",How could the city improve its public communication efforts?,Rate quality of Southwood Community Center,Rate quality of Lincoln Recreation Center,Rate quality of College Station City Hall,Rate quality of Municipal Court,Importance for for the city to provide additional facilities for senior activities and programs,Importance for for the city to provide additional facilities for youth activities and programs,Importance for for the city to provide additional facilities for community meeting and activity space,Importance for for the city to provide additional facilities for city of ces and services,Additional comments about College Station's municipal buildings and facilities,Age groups represented by children in household first choice,Age groups represented by children in household second choice,Age groups represented by children in household third choice,Age groups represented by children in household fourth choice,location
898,Male,45-54,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,11 to 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Not Important At All,Very Important,Somewhat Important,Very Important,Very Important,,,,,,,,,,3,,,,,,,,,2,1,,,,Fair,No Opinion,No Opinion,Good,No Opinion,No Opinion,Good,Fair,Excellent,Fair,Good,Good,No Opinion,No Opinion,No Opinion,No Opinion,Good,Good,Good,Excellent,Good,Good,Fair,,Good,Excellent,Good,Fair,Good,Excellent,Good,Fair,Good,Low crime rate.,Get ride of the monopoly on electricity and cable.,Planning for future growth so it doesn't become grid lock like Austin.,Don't know.,1,2,2,deregulate electric and cable to give the citizens more choices and quality from competition.,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,,,,,2,,,,,1,,3,,,,,,,,,,,,Yes,Good,Very Safe,Increasing,City website (cstx.gov),Local radio stations,Local TV stations,,,,,,,3,,,2,,1,,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,, to 12 years old,,,,"(30.5319423, -96.2972832)"
899,Female,,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,11 to 20 years,Online,Neither,One,No,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,1,,,,,,,,3,2,,,,,,,,,,,,,,Fair,Fair,Fair,Excellent,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,"Would like to see better planned development--for example, consider traffic implications, and ways in which the community can interact--for example--in Houston there is a shopping center known as the Vintage Mall--it has a pleasing set up for business, restaurants and community interaction--The strip mall chain restaurant approach may be fine for students--but the rest of us expect more--",Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Easy to get around.  The people care about the community,College Station needs some sort of city center that the community can enjoy that does not revolve around Texas A&M University.,Better planning.,"No more fast food chains.  Small businesses, farmers markets, etc. should be encouraged and supported--consider an incubator for aspiring chefs--or a shared kitchen for up and coming restaurants to try out their ideas and get community feedback before setting up a shop.",2,2,2,Better planning with regard to road construction.  The Pebble Creek Parkway project was poorly executed.,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,2,,,,,,,,,,,,,3,1,,,,,,,,Yes,Fair,Very Safe,Increasing,City website (cstx.gov),Local newspapers,Local TV stations,,,,,,,1,,,,,,,,2,3,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Important,Very Important,,1 to 18 years old,,,,"(30.6256267, -96.253038)"
900,Male,55-64,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,11 to 20 years,Online,Neither,Three,No,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Not Important At All,Somewhat Unimportant,Not Important At All,Very Important,Somewhat Important,Very Important,Very Important,1,,2,,,,,3,,,,,,,,,,,,,,,,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,Fair,Fair,Fair,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,Good,Fair,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,"Perfect size city, not too big, not too small; great place to raise family and then retire","New mall that would attract new major retailers:  Trader Joes, Costco, etc","Maintaining reputation as top place to live and retire.  So school equality should be extremely high priority so that resources are used for the best interests of students, teachers, parents, and taxpayers (i.e., no uneven distribution of students between the schools aka re-zoning)","New Mall, new restaurants, new recreational venues",1,2,3,,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,,1,,3,,,,,,,,,,,,,,,2,,,,,No,,Somewhat Safe,Increasing,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,3,,2,1,,,,No,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,,1 to 18 years old,,,,"(30.6256267, -96.253038)"
901,Female,45-54,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,7 to 10 years,Online,Neither,Two,No,Somewhat Important,Not Important At All,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,3,,,,2,,,1,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,quality of life,"Attract a variety of restaurants, preserve more green space",,,1,2,1,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,3,,,,,,,,,,2,,,,1,,,,,,,No,,Very Safe,Staying the Same,City website (cstx.gov),,,,,,,,,1,,,,2,3,,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,1 to 18 years old,,,,"(30.6256267, -96.253038)"
902,,45-54,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,More than 20 years,Online,,Two,No,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,,,,,,,,3,,2,,,,,,,,,1,,,,,Poor,Fair,Poor,Good,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,,Good,Excellent,Excellent,Good,Fair,Excellent,Good,Good,Good,feel safe living here,Leave green space between roads and subdivisions/housing,Keep city safe,Restaurants on the south side of town,1,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,,,3,,,,,,,,,,,1,2,,,,,,,,No,,Very Safe,Increasing,Local newspapers,"Social media (Facebook, Twitter, etc.)",,,,,,,,3,2,,,,,1,,,,Yes,,Fair,Good,Poor,Good,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.6256267, -96.253038)"
903,Male,65 or older,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,11 to 20 years,Online,Neither,Two,No,Somewhat Unimportant,Not Important At All,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Not Important At All,Somewhat Important,Somewhat Important,Not Important At All,Not Important At All,Not Important At All,Not Important At All,Not Important At All,Very Important,Somewhat Important,Very Important,Somewhat Important,,,,,,,,2,,,,,,,,,3,1,,,,,,Excellent,Excellent,Fair,Good,Fair,Good,Good,Poor,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Fair,Quit raising taxes.  Effective tax rate should be used.Growth should pay for it self and should not be used for excuse to raise taxes.Quit all social programs.  Focus on the few necessary services.,Good,Good,Good,Poor,Good,Good,Good,Poor,Good,,lower taxes...,"streets, crime, cost reductionBeing friendly to business.",Any and all.,2,3,3,,Very Important,Somewhat Important,Somewhat Important,Very Important,Not Important At All,Not Important At All,Not Important At All,Not Important At All,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Not Important At All,Somewhat Unimportant,Somewhat Important,Somewhat Important,Not Important At All,Not Important At All,Not Important At All,1,,,,,,,,,,2,3,,,,,,,,,,,,No,,Very Safe,Increasing,City website (cstx.gov),Local newspapers,Local TV stations,,,,,,,,3,,2,,1,,,,,Yes,,Excellent,Excellent,Excellent,Excellent,Not Important At All,Not Important At All,Not Important At All,Somewhat Unimportant,Keep what we have and expand them.,,,,,"(30.5319423, -96.2972832)"
904,Female,45-54,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,3 to  years,Online,Neither,Two,No,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,2,,,,,,,,3,1,,,,,Fair,Fair,Fair,Good,Fair,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,I wish they had better plans for growth make sure growth also has green spaces and trees.I would like more careful planning So College Station would be beautiful and not a cement city like the other cities Don't let them build on every piece of land. I think you all should collect rain water you have all these water retention area- do a dual purpose park and retention. You can reuse for fountain,Good,Good,Good,Fair,Fair,Fair,Fair,Fair,Fair,good schools,more things for families and not just for College Students,More things for families and three lanes on 6 for traffic.,"Better restaurants ,whole foods , baskin robbins dunkin donuts , Greek restaurant, bakery",2,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,3,,1,,,,2,,,,,,,No,,Somewhat Safe,Increasing,City website (cstx.gov),Local newspapers,Utility bill newsletter,Local TV stations,,,,,,3,2,,,,1,,,,,No,news letter sent out to emails,Fair,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,1 to 18 years old,,,,"(30.5319423, -96.2972832)"
905,Female,65 or older,Own,Townhome,,Area D - South of Bird Pond Rd. and East of Hwy. 6,Graduated high school,More than 20 years,Online,Neither,,No,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,1,2,,,,3,,,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,Fair,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Great place to retire.,Traffic congestion,Better traffic flow,Something that would be more attractive to retired individuals.  Currently Post Oak Mall only caters to college students.,1,2,2,,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,,,1,2,,,,,,3,,,,,,,,,,,,,,No,,Very Safe,Staying the Same,Local newspapers,"Social media (Facebook, Twitter, etc.)",,,,,,,,,1,,,,2,3,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Somewhat Important,Somewhat Important,,,,,,"(30.6256267, -96.253038)"
906,Female,65 or older,,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,Some college or technical school,More than 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,,,,,,,,3,,,,1,,,2,,,,,,,,,Good,Excellent,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Good,Good,Excellent,Good,Fair,Fair,Good,Excellent,Good,Good,Good,Fair,Fair,Fair,,Excellent,Excellent,Excellent,Good,Good,Fair,Good,Fair,Good,Schools help prepare children for college,Taxes for retired citizens should be lowered., Negotiations with other energy providers to lower cost,Nothing,1,1,2,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,,,,,1,,3,,,,,,,2,,,,,,,,,No,,Very Safe,Increasing,Local newspapers,,,,,,,,,,1,,3,,2,,,,,No,Not certain,Good,Good,Good,Excellent,Very Important,Very Important,Very Important,Somewhat Important,No,None under 19 in household,,,,"(30.6256267, -96.253038)"
1002,Male,65 or older,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,11 to 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,3,,1,2,,,,Good,Good,Good,Good,Good,Fair,Poor,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Fair,Good,Good,Excellent,Excellent,Good,Fair,Good,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,,,,,1,2,2,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,,,,2,,1,,,,,,,,,3,,,,,,,,,Yes,Good,Somewhat Safe,Staying the Same,Utility bill newsletter,,,,,,,,,,2,,,1,3,,,,,Yes,,Fair,Fair,Good,Good,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,,None under 19 in household,,,,"(30.6256267, -96.253038)"
907,Male,65 or older,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,Some college or technical school,3 to  years,Online,Texas A&M,Two,No,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,,,,,,,,2,,,,,,,,,,3,1,,,,,No Opinion,No Opinion,No Opinion,Fair,No Opinion,No Opinion,No Opinion,Fair,No Opinion,Fair,No Opinion,No Opinion,No Opinion,Good,No Opinion,No Opinion,No Opinion,Fair,Good,Good,Good,Good,Good,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Good,,,,,1,1,3,,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,Not Important At All,Very Important,Not Important At All,Not Important At All,Somewhat Important,Not Important At All,Somewhat Important,Somewhat Important,Not Important At All,Somewhat Important,Not Important At All,2,3,,,,,,,,1,,,,,,,,,,,,,,No,,Somewhat Safe,Increasing,Local newspapers,Local TV stations,,,,,,,,,1,,3,,2,,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Unimportant,Somewhat Important,Not Important At All,Somewhat Important,,,,,,"(30.6256267, -96.253038)"
908,Female,65 or older,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,Less than 3 years,Online,Neither,Two,No,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,,,,,,,,,,,1,2,,,,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,"We are extremely disappointed with the seemingly never ending street payment work on Pebble Creek Parkway.  It's dusty, dirty, slow moving and repetitive.  We feel this job could have been over weeks ago.",Good,Excellent,Excellent,Good,Good,Good,Excellent,Good,Good,Friendliness.,"Better shopping, from the standpoint of choices and quality of goods.",Attracting quality residential development.,I would like to see our choices similar to those in Houston.   I'd like to have less franchise food.  I would like to see retail in a more upscale mall.,2,1,1,Could be friendlier and better customer service.,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,,2,,,,1,,,,,,,,,3,,,,,,,,,Yes,Good,Very Safe,Don't Know,Local newspapers,Utility bill newsletter,,,,,,,,,1,,,2,3,,,,,Yes,I feel it's very good.,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,No.,None under 19 in household,,,,"(30.6256267, -96.253038)"
909,Male,35-44,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,3 to  years,Online,Texas A&M,Two,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,,,,,,,,,,,1,2,,,,Good,Fair,No Opinion,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Fair,Good,"Need to focus on civic projects that beautify the city and make it an attractive place for families to live.  You want kids that grew up here wanting to come back and raise their family in College Station.  Really upgrading parks and working with commericial/retail areas to beautify the city is important.  Please visit Mountain Brook, AL sometime and study the community.",Good,Good,Good,Good,Good,Good,Good,Good,Good,Small university town.,More focus on some coherent city plan or organization.  College Station is essentially a collection of small housing communities and strip malls that surround the University.  Maybe consider building a civic/retail city center.,Maintaining order (Police/Fire)/keep infrastructure up (roads/parks/utilities.,Outdoor development with good shops/restaurants/parks.  Close proximity to campus maybe good so area could benefit from tourist coming to athletic events at the University.  Really could develop area near North gate.,2,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,1,2,,,,3,,,,,,,,,,,,,,,,,No,,Very Safe,Staying the Same,Local newspapers,Utility bill newsletter,Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,2,,,3,,1,,,,No,"Billboards, advertsing at football/sports events, emails",No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,, to 12 years old,13 to 15 years old,,,"(30.6256267, -96.253038)"
